,mains,oven,refrigerator,dishwaser,kitchen_outlets,kitchen_outlets,kitchen_outlets,kitchen_outlets,lighting,lighting,lighting,washer,microwave,bathroom_gfi,electric_heat,stove,dryer
17.17,575.18,0,7,0,20,76,1,0,259,65,59,1,4,1,0,0,0
17.18,569.47,0,7,0,20,72,1,0,258,65,60,0,4,1,0,0,0
17.19,574.64,0,6,0,25,73,1,0,259,65,59,1,4,1,0,0,0
17.2,567.77,0,7,0,20,71,1,0,259,65,59,0,4,1,0,0,0
17.21,570.12,0,7,0,19,71,1,0,259,66,60,1,4,1,0,0,0
17.22,331.46,0,7,0,20,76,1,0,2,66,60,0,4,1,0,0,0
17.23,1863.5,0,7,0,20,69,1,2,2,65,58,0,1538,13,7,6,0
17.24,1857.6,0,7,0,20,73,1,2,2,66,58,0,1524,13,7,6,0
17.25,326.08,0,6,0,23,75,1,0,2,66,59,0,4,1,0,0,0
17.26,318.97,0,6,0,20,73,1,0,2,66,59,0,5,1,0,0,0
17.27,312.3,0,6,0,20,67,1,0,2,65,59,0,4,1,0,0,0
17.28,323.3,0,6,0,30,68,1,0,2,66,59,0,4,1,0,0,0
17.29,319.87,0,6,0,20,73,1,0,1,65,58,0,5,1,0,0,0
17.3,324.21,0,7,0,20,71,1,0,1,66,58,0,4,1,0,0,0
17.31,252.96,0,6,0,19,21,1,0,2,65,58,0,4,1,0,0,0
17.32,257.4,0,6,0,20,20,1,0,2,74,58,0,4,1,0,0,0
17.33,257.5,0,6,0,20,20,1,0,2,75,58,0,4,1,0,0,0
17.34,258.77,0,6,0,22,20,1,0,2,74,58,0,4,1,0,0,0
17.35,260.66,0,6,0,20,21,1,0,1,74,57,0,4,1,0,0,0
17.36,257.8,0,6,0,21,21,2,0,2,74,57,0,5,1,0,0,0
17.37,1845.2,0,6,0,22,20,5,4,1,73,56,0,4,1607,10,8,0
17.38,1853.3,0,6,0,23,20,5,4,1,74,56,0,4,1610,11,9,0
17.39,1847.1,0,6,0,20,20,5,4,1,73,56,0,4,1611,11,9,0
17.4,1858.4,0,6,0,22,21,5,4,1,73,56,0,4,1616,11,9,0
17.41,260.65,0,7,0,22,21,2,0,2,72,57,0,4,1,0,0,0
17.42,257.15,0,6,0,22,21,1,0,1,72,57,0,4,1,0,0,0
17.43,255.67,0,6,0,20,21,1,0,2,72,57,0,5,1,0,0,0
17.44,258.16,0,7,0,22,21,1,0,1,71,57,0,4,1,0,0,0
17.45,254.95,0,6,0,21,20,1,0,1,71,56,0,4,1,0,0,0
17.46,255.66,0,6,0,21,21,1,0,1,71,56,0,4,1,0,0,0
17.47,255.47,0,6,0,20,21,1,0,2,71,56,0,4,1,0,0,0
17.48,254.97,0,6,0,20,21,1,0,2,71,56,0,4,1,0,0,0
17.49,253.86,0,6,0,20,21,1,0,2,71,56,0,4,1,0,0,0
17.5,259.46,0,6,0,22,21,1,0,2,71,56,0,4,1,0,0,0
17.51,254.37,0,6,0,21,21,1,0,2,71,56,0,5,1,0,0,0
17.52,254.69,0,7,0,22,20,1,0,1,71,56,0,4,1,0,0,0
17.53,258.18,0,6,0,21,21,1,0,2,71,56,0,4,1,0,0,0
17.54,254.91,0,7,0,23,21,1,0,2,71,56,0,5,1,0,0,0
17.55,254.96,0,7,0,21,21,1,0,2,71,56,0,4,1,0,0,0
17.56,254.96,0,7,0,22,21,1,0,1,71,56,0,5,1,0,0,0
17.57,250.57,0,7,0,27,21,2,0,2,64,57,0,5,1,0,0,0
17.58,245.7,0,6,0,22,21,1,0,2,64,56,0,4,1,0,0,0
17.59,245.09,0,6,0,20,21,2,0,2,64,56,0,5,1,0,0,0
18,248.78,0,7,0,22,21,2,0,2,64,56,0,5,1,0,0,0
18.01,244.34,0,7,0,20,21,1,0,1,64,56,0,4,1,0,0,0
18.02,245.76,0,7,0,20,21,1,0,1,64,57,0,4,1,0,0,0
18.03,434.31,0,204,0,21,20,1,0,2,64,56,0,4,1,0,0,0
18.04,427.72,0,201,0,23,20,1,0,2,64,56,0,5,1,0,0,0
18.05,423.19,0,198,0,20,20,1,0,2,64,56,0,5,1,0,0,0
18.06,427.96,0,196,0,21,23,1,0,2,64,56,0,4,1,0,0,0
18.07,425.15,0,195,0,20,22,1,0,2,64,56,0,4,1,0,0,0
18.08,423.6,0,194,0,21,23,1,0,2,64,56,0,5,1,0,0,0
18.09,423.78,0,190,0,21,23,1,0,2,64,56,0,4,1,0,0,0
18.1,416.1,0,188,0,20,20,1,0,2,64,56,0,5,1,0,0,0
18.11,415.51,0,188,0,22,20,1,0,2,64,56,0,4,1,0,0,0
18.12,416.92,0,188,0,25,21,1,0,2,64,56,0,4,1,0,0,0
18.13,413.06,0,188,0,21,20,1,0,2,63,56,0,4,1,0,0,0
18.14,411.68,0,185,0,23,20,1,0,2,64,56,0,5,1,0,0,0
18.15,248.86,0,6,0,22,21,1,0,2,63,56,0,5,1,0,0,0
18.16,251.93,0,6,0,20,21,1,0,2,63,56,0,4,1,0,0,0
18.17,246.58,0,7,0,25,21,1,0,2,64,56,0,4,1,0,0,0
18.18,245.03,0,7,0,20,21,1,0,2,63,56,0,4,1,0,0,0
18.19,246.23,0,6,0,19,20,1,0,2,64,56,0,5,1,0,0,0
18.2,245.12,0,6,0,19,20,1,0,1,63,56,0,4,1,0,0,0
18.21,244.95,0,7,0,19,21,1,0,1,63,56,0,4,1,0,0,0
18.22,246.78,0,7,0,19,21,1,0,1,64,56,0,5,1,0,0,0
18.23,246,0,6,0,22,21,1,0,2,65,56,0,4,1,0,0,0
18.24,245.97,0,7,0,19,21,1,0,2,64,56,0,4,1,0,0,0
18.25,246.01,0,6,0,25,21,1,0,1,63,56,0,4,1,0,0,0
18.26,244.94,0,6,0,22,20,1,0,2,63,56,0,4,1,0,0,0
18.27,243.72,0,7,0,20,21,2,0,2,63,56,0,4,1,0,0,0
18.28,244.11,0,6,0,19,21,2,0,2,63,56,0,4,1,0,0,0
18.29,245.95,0,6,0,21,21,1,0,1,64,56,0,5,1,0,0,0
18.3,245.06,0,6,0,20,21,1,0,1,64,56,0,4,1,0,0,0
18.31,246.46,0,7,0,22,21,1,0,2,64,56,0,5,1,0,0,0
18.32,244.7,0,7,0,20,21,1,0,2,64,57,0,4,1,0,0,0
18.33,245.01,0,7,0,20,20,1,0,2,63,56,0,4,1,0,0,0
18.34,245.01,0,6,0,19,21,1,0,2,64,56,0,4,1,0,0,0
18.35,243.94,0,7,0,25,21,1,0,2,63,56,0,4,1,0,0,0
18.36,246.1,0,6,0,21,21,1,0,2,64,56,0,5,1,0,0,0
18.37,244.61,0,6,0,19,21,1,0,2,64,56,0,4,1,0,0,0
18.38,244.73,0,7,0,20,21,1,0,1,64,56,0,4,1,0,0,0
18.39,243.63,0,6,0,20,21,1,0,2,63,56,0,4,1,0,0,0
18.4,245.26,0,6,0,23,21,1,0,2,64,56,0,5,1,0,0,0
18.41,248.87,0,7,0,23,21,1,0,2,64,56,0,4,1,0,0,0
18.42,245.66,0,6,0,19,21,1,0,2,64,57,0,4,1,0,0,0
18.43,245.89,0,7,0,23,21,1,0,2,64,56,0,4,1,0,0,0
18.44,246.11,0,6,0,24,21,1,0,2,64,56,0,4,1,0,0,0
18.45,246.37,0,7,0,20,21,1,0,1,64,56,0,5,1,0,0,0
18.46,245.13,0,7,0,20,21,1,0,2,64,56,0,4,1,0,0,0
18.47,246.98,0,7,0,20,21,2,0,1,64,56,0,4,1,0,0,0
18.48,245.74,0,7,0,21,21,1,0,1,64,56,0,4,1,0,0,0
18.49,244.69,0,7,0,21,21,1,0,1,64,56,0,5,1,0,0,0
18.5,249.03,0,6,0,23,21,1,0,2,64,56,0,4,1,0,0,0
18.51,245.25,0,7,0,20,21,1,0,2,64,56,0,4,1,0,0,0
18.52,433.53,0,206,0,21,19,1,0,2,64,56,0,4,1,0,0,0
18.53,428.85,0,197,0,23,20,1,0,2,64,56,0,5,1,0,0,0
18.54,423.46,0,195,0,26,19,1,0,2,64,56,0,4,1,0,0,0
18.55,424.95,0,193,0,20,23,1,0,2,64,56,0,4,1,0,0,0
18.56,2022.8,0,194,1,23,22,1,2,2,64,55,0,1555,13,7,6,0
18.57,464.96,0,235,1,22,23,1,0,2,64,56,0,5,1,0,0,0
18.58,423.6,0,192,1,22,23,1,0,2,64,56,0,5,1,0,0,0
18.59,419.62,0,193,1,20,21,1,0,2,64,56,0,4,1,0,0,0
19,1973.5,0,189,1,24,20,1,2,2,64,55,0,1540,13,7,6,0
19.01,415.45,0,187,0,23,20,1,0,2,64,56,0,5,1,0,0,0
19.02,414.42,0,188,0,20,20,1,0,2,64,56,0,5,1,0,0,0
19.03,417.6,0,188,0,21,20,1,0,2,64,56,0,4,1,0,0,0
19.04,245.67,0,6,0,19,21,1,0,2,64,56,0,4,1,0,0,0
19.05,245.91,0,7,0,20,21,1,0,1,65,57,0,4,1,0,0,0
19.06,245.78,0,6,0,22,21,1,0,2,64,56,0,5,1,0,0,0
19.07,248,0,6,0,20,21,1,0,2,65,57,0,5,1,0,0,0
19.08,247.62,0,6,0,21,21,1,0,2,64,56,0,4,1,0,0,0
19.09,249.61,0,7,0,21,21,1,0,2,64,56,0,4,1,0,0,0
19.1,246.94,0,6,0,20,21,1,0,2,64,56,0,5,1,0,0,0
19.11,245.81,0,6,0,20,21,1,0,1,64,56,0,4,1,0,0,0
19.12,248.22,0,7,0,21,21,1,0,2,64,57,0,4,1,0,0,0
19.13,246.61,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
19.14,244.65,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
19.15,252.09,0,7,0,21,21,1,0,2,64,56,0,4,1,0,0,0
19.16,250.84,0,6,0,24,21,1,0,2,64,56,0,4,1,0,0,0
19.17,246.26,0,7,0,24,21,1,0,2,64,56,0,4,1,0,0,0
19.18,245.54,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
19.19,249.77,0,7,0,21,20,1,0,1,64,56,0,5,1,0,0,0
19.2,244.77,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
19.21,244.78,0,6,0,20,21,1,0,1,64,56,0,5,1,0,0,0
19.22,246.73,0,6,0,19,21,1,0,1,64,56,0,5,1,0,0,0
19.23,243.95,0,6,0,20,21,1,0,2,64,56,0,5,1,0,0,0
19.24,245.24,0,6,0,19,21,1,0,1,64,56,0,4,1,0,0,0
19.25,246.84,0,6,0,19,21,1,0,2,64,56,0,4,1,0,0,0
19.26,245.64,0,7,0,19,21,1,0,2,64,56,0,4,1,0,0,0
19.27,245.26,0,6,0,20,21,1,0,1,64,56,0,5,1,0,0,0
19.28,250.11,0,6,0,23,21,1,0,2,64,56,0,4,1,0,0,0
19.29,245.8,0,7,0,20,21,1,0,1,64,56,0,4,1,0,0,0
19.3,245.37,0,6,0,20,21,1,0,2,64,56,0,5,1,0,0,0
19.31,248.96,0,7,0,25,21,1,0,1,64,56,0,5,1,0,0,0
19.32,246.12,0,7,0,19,21,1,0,2,64,56,0,4,1,0,0,0
19.33,244.15,0,6,0,20,21,1,0,1,64,56,0,4,1,0,0,0
19.34,245.23,0,6,0,23,21,1,0,1,64,56,0,5,1,0,0,0
19.35,247.98,0,6,0,23,21,1,0,1,64,56,0,4,1,0,0,0
19.36,245.24,0,6,0,22,20,1,0,2,64,56,0,4,1,0,0,0
19.37,245.08,0,6,0,20,21,1,0,1,64,56,0,5,1,0,0,0
19.38,247.41,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
19.39,243.95,0,7,0,23,21,1,0,2,64,56,0,4,1,0,0,0
19.4,244.81,0,6,0,20,21,1,0,2,64,56,0,5,1,0,0,0
19.41,249.64,0,6,0,20,21,1,0,2,64,56,0,5,1,0,0,0
19.42,245.34,0,7,0,20,21,1,0,1,64,56,0,5,1,0,0,0
19.43,247.97,0,6,0,20,23,1,0,2,64,56,0,4,1,0,0,0
19.44,250.79,0,7,0,19,23,1,0,2,64,56,0,4,1,0,0,0
19.45,248.44,0,6,0,20,23,1,0,2,64,56,0,4,1,0,0,0
19.46,248.09,0,7,0,23,23,1,0,1,64,56,0,4,1,0,0,0
19.47,244.98,0,6,0,20,20,1,0,1,64,56,0,4,1,0,0,0
19.48,245.08,0,6,0,20,21,1,0,1,64,56,0,4,1,0,0,0
19.49,245.42,0,6,0,20,21,1,0,1,64,56,0,4,1,0,0,0
19.5,248.22,0,6,0,21,21,1,0,2,64,56,0,4,1,0,0,0
19.51,242.05,0,6,0,20,21,1,0,1,64,56,0,4,1,0,0,0
19.52,429.34,0,206,1,21,20,1,0,2,64,56,0,4,1,0,0,0
19.53,425.32,0,198,0,21,20,1,0,2,64,56,0,4,1,0,0,0
19.54,422.73,0,196,0,20,20,1,0,2,64,56,0,4,1,0,0,0
19.55,420.71,0,195,0,21,20,1,0,2,64,56,0,4,1,0,0,0
19.56,419.05,0,191,0,23,20,1,0,2,64,56,0,4,1,0,0,0
19.57,418.65,0,190,0,24,20,1,0,2,64,56,0,4,1,0,0,0
19.58,416.07,0,192,0,21,20,1,0,2,64,56,0,4,1,0,0,0
19.59,416.56,0,189,0,22,20,1,0,2,64,56,0,4,1,0,0,0
20,412.8,0,189,0,24,21,1,0,2,64,56,0,4,1,0,0,0
20.01,411.95,0,189,0,20,21,1,0,2,64,56,0,4,1,0,0,0
20.02,411.56,0,186,0,22,20,1,0,2,64,56,0,4,1,0,0,0
20.03,415.83,0,184,0,25,20,1,0,3,64,56,0,4,1,0,0,0
20.04,244.59,0,6,0,20,21,1,0,2,64,56,0,5,1,0,0,0
20.05,244.22,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
20.06,246.1,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
20.07,245.16,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
20.08,245.99,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
20.09,250.99,0,6,0,23,21,1,0,2,64,56,0,4,1,0,0,0
20.1,246.18,0,6,0,20,21,1,0,2,64,56,0,4,1,0,0,0
20.11,176.06,0,6,0,20,21,1,0,2,64,1,0,4,1,0,0,0
20.12,180.71,0,7,0,24,21,1,0,2,64,1,0,5,1,0,0,0
20.13,175.28,0,7,0,20,21,1,0,1,64,1,0,4,1,0,0,0
20.14,175.12,0,7,0,20,21,1,0,2,64,1,0,4,1,0,0,0
20.15,177.27,0,7,0,23,21,1,0,2,64,1,0,4,1,0,0,0
20.16,175.05,0,6,0,22,21,1,0,1,65,1,0,4,1,0,0,0
20.17,175.66,0,6,0,23,21,1,0,1,64,1,0,5,1,0,0,0
20.18,175.12,0,7,0,20,21,1,0,1,64,1,0,4,1,0,0,0
20.19,176.49,0,6,0,19,21,1,0,2,64,1,0,5,1,0,0,0
20.2,174.43,0,6,0,20,21,1,0,1,64,1,0,4,1,0,0,0
20.21,174.99,0,7,0,19,21,1,0,1,64,1,0,5,1,0,0,0
20.22,177.07,0,7,0,20,21,1,0,1,64,1,0,4,1,0,0,0
20.23,175.94,0,6,0,22,21,1,0,2,65,1,0,5,1,0,0,0
20.24,175.86,0,6,0,21,21,1,0,2,64,1,0,4,1,0,0,0
20.25,176.8,0,6,0,23,20,1,0,2,64,1,0,4,1,0,0,0
20.26,179.18,0,6,0,23,21,1,0,1,65,1,0,4,1,0,0,0
20.27,173.96,0,6,0,20,21,1,0,1,64,1,0,5,1,0,0,0
20.28,178.9,0,6,0,24,20,1,0,2,64,1,0,4,1,0,0,0
20.29,175.76,0,7,0,20,21,2,0,2,64,1,0,4,1,0,0,0
20.3,174.28,0,7,0,20,21,1,0,2,64,1,0,4,1,0,0,0
20.31,177.51,0,6,0,21,24,1,0,2,64,1,0,5,1,0,0,0
20.32,177.34,0,6,0,20,23,1,0,1,64,1,0,4,1,0,0,0
20.33,177.57,0,6,0,20,24,1,0,2,64,1,0,4,1,0,0,0
20.34,177.42,0,6,0,21,24,1,0,1,64,1,0,5,1,0,0,0
20.35,180.92,0,7,0,26,21,2,0,2,64,1,0,4,1,0,0,0
20.36,176.17,0,6,0,20,21,1,0,2,64,1,0,4,1,0,0,0
20.37,175.23,0,7,0,23,21,1,0,1,64,1,0,4,1,0,0,0
20.38,177.83,0,7,0,23,21,1,0,2,64,1,0,5,1,0,0,0
20.39,174.7,0,7,0,21,21,1,0,2,64,1,0,5,1,0,0,0
20.4,174.48,0,6,0,20,21,1,0,1,64,1,0,5,1,0,0,0
20.41,177.65,0,6,0,23,21,2,0,1,65,1,0,5,1,0,0,0
20.42,173.6,0,7,0,22,21,2,0,2,65,1,0,4,1,0,0,0
20.43,176.7,0,6,0,19,21,2,0,2,64,1,0,5,1,0,0,0
20.44,177.04,0,7,0,20,21,1,0,1,64,1,0,5,1,0,0,0
20.45,175.79,0,7,0,21,21,1,0,2,64,1,0,4,1,0,0,0
20.46,175.17,0,6,0,20,21,1,0,1,64,2,0,5,1,0,0,0
20.47,176.47,0,7,0,20,21,1,0,2,64,1,0,4,1,0,0,0
20.48,176.66,0,6,0,20,21,1,0,2,64,1,0,5,1,0,0,0
20.49,390.25,0,227,1,22,20,1,0,2,64,1,0,4,1,0,0,0
20.5,370.07,0,200,0,21,20,1,0,2,64,1,0,5,1,0,0,0
20.51,361.36,0,198,0,21,20,1,0,2,64,1,0,4,1,0,0,0
20.52,359.99,0,197,0,21,20,1,0,2,64,1,0,4,1,0,0,0
20.53,360.35,0,196,1,21,20,1,0,2,64,1,0,4,1,0,0,0
20.54,357.43,0,194,1,21,20,1,0,2,64,1,0,5,1,0,0,0
20.55,354.67,0,191,0,22,20,1,0,2,64,2,0,4,1,0,0,0
20.56,352.29,0,188,0,21,20,1,0,2,64,1,0,5,1,0,0,0
20.57,351.38,0,188,0,21,20,1,0,2,64,1,0,5,1,0,0,0
20.58,350.32,0,187,0,21,20,1,0,2,64,1,0,4,1,0,0,0
20.59,348.89,0,187,0,21,20,1,0,2,64,1,0,4,1,0,0,0
21,349.39,0,185,0,23,20,1,0,2,64,1,0,5,1,0,0,0
21.01,174.39,0,6,0,19,21,2,0,2,64,1,0,5,1,0,0,0
21.02,180.04,0,6,0,22,21,1,0,2,64,1,0,4,1,0,0,0
21.03,173.37,0,6,0,20,21,1,0,2,64,1,0,4,1,0,0,0
21.04,173.9,0,6,0,21,21,1,0,2,64,1,0,4,1,0,0,0
21.05,179.19,0,6,0,23,21,1,0,2,64,1,0,4,1,0,0,0
21.06,179.08,0,6,0,24,21,1,0,2,64,1,0,4,1,0,0,0
21.07,174.18,0,6,0,20,21,1,0,2,64,1,0,4,1,0,0,0
21.08,173.09,0,6,0,19,21,1,0,2,64,1,0,4,1,0,0,0
21.09,177.44,0,7,0,23,21,2,0,2,64,1,0,5,1,0,0,0
21.1,173.49,0,6,0,20,21,1,0,1,64,1,0,5,1,0,0,0
21.11,174.65,0,6,0,22,21,1,0,2,64,1,0,5,1,0,0,0
21.12,178.05,0,7,0,25,21,1,0,1,64,1,0,5,1,0,0,0
21.13,173.76,0,6,0,21,21,1,0,1,64,1,0,5,1,0,0,0
21.14,174.19,0,7,0,20,21,1,0,2,64,1,0,4,1,0,0,0
21.15,175.35,0,6,0,23,21,1,0,2,64,1,0,5,1,0,0,0
21.16,174.37,0,7,0,20,21,1,0,2,64,1,0,4,1,0,0,0
21.17,173.76,0,6,0,20,21,2,0,1,64,1,0,4,1,0,0,0
21.18,176.76,0,7,0,23,23,1,0,2,64,1,0,4,1,0,0,0
21.19,176.46,0,7,0,29,24,1,0,1,64,1,0,5,1,0,0,0
21.2,176.72,0,7,0,20,23,1,0,2,64,1,0,5,1,0,0,0
21.21,177.81,0,6,0,19,23,1,0,2,64,1,0,5,1,0,0,0
21.22,174.33,0,6,0,21,21,1,0,2,64,1,0,4,1,0,0,0
21.23,174.92,0,6,0,21,21,1,0,2,64,2,0,5,1,0,0,0
21.24,177.04,0,6,0,20,21,1,0,1,64,1,0,5,1,0,0,0
21.25,176.64,0,7,0,23,21,1,0,1,64,1,0,4,1,0,0,0
21.26,174.87,0,7,0,20,21,1,0,2,64,1,0,4,1,0,0,0
21.27,174.02,0,6,0,20,21,1,0,2,64,1,0,5,1,0,0,0
21.28,179.54,0,7,0,21,21,1,0,2,64,1,0,4,1,0,0,0
21.29,174.56,0,6,0,20,21,1,0,1,64,1,0,5,1,0,0,0
21.3,174.7,0,7,0,20,21,2,0,2,64,1,0,4,1,0,0,0
21.31,176.97,0,6,0,21,21,2,0,2,64,1,0,5,1,0,0,0
21.32,174.78,0,7,0,20,21,1,0,2,64,1,0,5,1,0,0,0
21.33,175.77,0,6,0,20,21,1,0,1,64,1,0,5,1,0,0,0
21.34,175.57,0,6,0,20,21,1,0,1,64,1,0,5,1,0,0,0
21.35,176,0,6,0,21,21,2,0,1,64,1,0,5,1,0,0,0
21.36,175.57,0,6,0,23,21,1,0,1,64,1,0,4,1,0,0,0
21.37,178.66,0,6,0,24,21,1,0,1,64,1,0,4,1,0,0,0
21.38,173.83,0,6,0,20,21,1,0,2,64,1,0,4,1,0,0,0
21.39,388.25,0,230,1,20,20,1,0,2,64,1,0,5,1,0,0,0
21.4,365.09,0,199,0,21,20,1,0,2,64,1,0,4,1,0,0,0
21.41,358.94,0,195,0,20,20,1,0,2,64,1,0,4,1,0,0,0
21.42,356.82,0,196,0,22,20,1,0,2,64,1,0,4,1,0,0,0
21.43,359.34,0,191,0,24,20,1,0,2,64,1,0,5,1,0,0,0
21.44,356.52,0,191,0,24,20,1,0,2,64,1,0,4,1,0,0,0
21.45,353.24,0,189,0,21,20,1,0,2,64,1,0,4,1,0,0,0
21.46,351.02,0,186,0,21,20,1,0,2,64,1,0,4,1,0,0,0
21.47,353.35,0,188,0,26,20,1,0,2,64,1,0,4,1,0,0,0
21.48,348.24,0,187,0,20,20,1,0,2,64,1,0,4,1,0,0,0
21.49,345,0,184,0,24,20,1,0,2,64,1,0,4,1,0,0,0
21.5,176.79,0,6,0,28,21,1,0,2,64,1,0,4,1,0,0,0
21.51,173.65,0,6,0,21,21,1,0,2,64,1,0,5,1,0,0,0
21.52,184.35,0,6,0,19,21,1,0,2,64,9,0,4,1,0,0,0
21.53,236.48,0,6,0,20,21,1,0,1,64,49,0,4,1,0,0,0
21.54,243.24,0,6,0,19,21,1,0,2,64,57,0,4,1,0,0,0
21.55,246.92,0,6,0,22,21,1,0,1,64,60,0,4,1,0,0,0
21.56,246.11,0,7,0,20,21,1,0,1,64,58,0,4,1,0,0,0
21.57,243.58,0,6,0,20,20,2,0,1,64,57,0,4,1,0,0,0
21.58,244.76,0,6,0,19,21,1,0,1,64,58,0,5,1,0,0,0
21.59,251.19,0,6,0,23,21,1,0,2,64,59,0,4,1,0,0,0
22,247.72,0,6,0,19,21,1,0,1,64,59,0,5,1,0,0,0
22.01,246.76,0,7,0,20,21,1,0,2,64,59,0,4,1,0,0,0
22.02,250.99,0,7,0,20,21,2,0,1,64,60,0,5,1,0,0,0
22.03,251,0,6,0,20,21,1,0,2,64,60,0,4,1,0,0,0
22.04,247.04,0,6,0,19,21,1,0,1,64,60,0,4,1,0,0,0
22.05,248.71,0,7,0,21,21,1,0,1,64,60,0,4,1,0,0,0
22.06,255.38,0,6,0,21,23,1,0,2,64,60,0,5,1,0,0,0
22.07,251.14,0,7,0,20,23,1,0,1,64,60,0,5,1,0,0,0
22.08,250.04,0,6,0,20,23,1,0,1,65,60,0,4,1,0,0,0
22.09,251.99,0,6,0,24,23,1,0,2,64,59,0,4,1,0,0,0
22.1,245.15,0,6,0,21,21,2,0,2,64,59,0,4,1,0,0,0
22.11,247.58,0,6,0,20,21,1,0,2,64,58,0,5,1,0,0,0
22.12,250.93,0,6,0,24,21,1,0,2,64,58,0,4,1,0,0,0
22.13,247.2,0,6,0,22,20,1,0,2,64,58,0,4,1,0,0,0
22.14,247.54,0,6,0,23,20,1,0,2,64,58,0,4,1,0,0,0
22.15,250.83,0,6,0,23,21,1,0,2,64,57,0,5,1,0,0,0
22.16,248.44,0,6,0,20,21,1,0,2,65,57,0,4,1,0,0,0
22.17,247.64,0,6,0,19,21,1,0,2,65,57,0,5,1,0,0,0
22.18,248.95,0,6,0,20,21,1,0,2,65,57,0,4,1,0,0,0
22.19,246.77,0,6,0,21,21,1,0,2,65,57,0,5,1,0,0,0
22.2,246.11,0,7,0,19,21,1,0,1,64,57,0,4,1,0,0,0
22.21,248.04,0,6,0,20,21,1,0,2,64,57,0,4,1,0,0,0
22.22,246.53,0,6,0,20,21,1,0,1,64,57,0,5,1,0,0,0
22.23,247.45,0,7,0,21,21,1,0,2,65,57,0,4,1,0,0,0
22.24,247.05,0,6,0,19,21,1,0,1,65,56,0,4,1,0,0,0
22.25,248.07,0,6,0,20,21,1,0,2,65,57,0,4,1,0,0,0
22.26,246.8,0,6,0,21,21,1,0,1,65,57,0,5,1,0,0,0
22.27,246.71,0,7,0,20,21,1,0,1,65,57,0,4,1,0,0,0
22.28,248,0,6,0,20,21,1,0,1,64,57,0,4,1,0,0,0
22.29,247.5,0,7,0,20,21,1,0,2,65,57,0,5,1,0,0,0
22.3,246.44,0,7,0,20,21,1,0,2,64,56,0,4,1,0,0,0
22.31,248.8,0,6,0,20,21,1,0,1,65,57,0,4,1,0,0,0
22.32,244.91,0,6,0,20,21,1,0,2,64,57,0,4,1,0,0,0
22.33,246.02,0,6,0,23,21,1,0,2,64,56,0,4,1,0,0,0
22.34,249.63,0,6,0,22,21,1,0,1,64,56,0,4,1,0,0,0
22.35,245.92,0,6,0,20,21,1,0,2,65,57,0,4,1,0,0,0
22.36,432.44,0,204,0,22,20,1,0,2,64,56,0,4,1,0,0,0
22.37,425.93,0,200,0,23,20,1,0,2,64,56,0,4,1,0,0,0
22.38,422.69,0,196,0,21,20,1,0,2,65,57,0,4,1,0,0,0
22.39,422.78,0,193,0,21,20,1,0,2,64,57,0,4,1,0,0,0
22.4,421.59,0,195,0,21,20,1,0,2,65,57,0,4,1,0,0,0
22.41,418.54,0,192,0,21,20,1,0,2,65,56,0,4,1,0,0,0
22.42,418.61,0,189,0,21,20,1,0,2,65,57,0,5,1,0,0,0
22.43,416.59,0,187,0,20,20,1,0,2,64,57,0,4,1,0,0,0
22.44,418.06,0,189,1,21,20,1,0,2,64,57,0,4,1,0,0,0
22.45,411.8,0,185,0,21,20,1,0,3,65,56,0,4,1,0,0,0
22.46,411.95,0,184,0,25,20,1,0,2,64,57,0,4,1,0,0,0
22.47,412.48,0,186,0,23,20,1,0,2,64,56,0,4,1,0,0,0
22.48,244.58,0,7,0,20,21,1,0,2,65,57,0,4,1,0,0,0
22.49,245.67,0,6,0,23,21,2,0,2,64,57,0,4,1,0,0,0
22.5,249.04,0,6,0,24,21,1,0,1,65,56,0,4,1,0,0,0
22.51,247.56,0,6,0,23,21,1,0,1,65,57,0,4,1,0,0,0
22.52,245.84,0,7,0,22,21,1,0,1,64,57,0,4,1,0,0,0
22.53,251.42,0,6,0,19,23,1,0,1,65,57,0,5,1,0,0,0
22.54,248.11,0,6,0,21,23,1,0,2,64,57,0,4,1,0,0,0
22.55,247.09,0,6,0,20,23,1,0,2,64,57,0,4,1,0,0,0
22.56,254.02,0,7,0,23,23,1,0,2,64,56,0,4,1,0,0,0
22.57,245.55,0,6,0,20,21,1,0,2,64,57,0,4,1,0,0,0
22.58,246.12,0,6,0,20,21,1,0,1,64,56,0,5,1,0,0,0
22.59,250.81,0,7,0,20,21,1,0,2,64,56,0,4,1,0,0,0
23,245.51,0,7,0,22,21,1,0,1,64,56,0,4,1,0,0,0
23.01,245.27,0,6,0,19,21,1,0,1,64,57,0,5,1,0,0,0
23.02,249.51,0,7,0,20,21,1,0,2,64,56,0,5,1,0,0,0
23.03,246.95,0,7,0,20,21,1,0,1,64,57,0,5,1,0,0,0
